post_id,word,lemma,pos,lemma_p,tag
50,the,the,DET,the_DET,DT
50,LOWEST,lowest,NOUN,lowest_NOUN,NN
50,number,number,NOUN,number_NOUN,NN
50,of,of,ADP,of_ADP,IN
50,Illegal,Illegal,PROPN,Illegal_PROPN,NNP
50,Immigrants,Immigrants,PROPN,Immigrants_PROPN,NNPS
50,trying,try,VERB,try_VERB,VBG
50,to,to,PART,to_PART,TO
50,enter,enter,VERB,enter_VERB,VB
50,our,our,PRON,our_PRON,PRP$
50,Country,Country,PROPN,Country_PROPN,NNP
50,in,in,ADP,in_ADP,IN
50,History,history,NOUN,history_NOUN,NN
50,–,–,PUNCT,–_PUNCT,:
50,BY,by,ADV,by_ADV,RB
50,FAR,far,ADV,far_ADV,RB
50,!,!,PUNCT,!_PUNCT,.
50,There,there,PRON,there_PRON,EX
50,were,be,VERB,be_VERB,VBD
50,only,only,ADV,only_ADV,RB
50,"8,326","8,326",NUM,"8,326_NUM",CD
50,apprehensions,apprehension,NOUN,apprehension_NOUN,NNS
50,of,of,ADP,of_ADP,IN
50,Illegals,Illegals,PROPN,Illegals_PROPN,NNPS
50,by,by,ADP,by_ADP,IN
50,Border,Border,PROPN,Border_PROPN,NNP
50,Patrol,Patrol,PROPN,Patrol_PROPN,NNP
50,at,at,ADP,at_ADP,IN
50,the,the,DET,the_DET,DT
50, , ,SPACE, _SPACE,_SP
50,U.S.,U.S.,PROPN,U.S._PROPN,NNP
50,-,-,PUNCT,-_PUNCT,HYPH
50,Mexico,Mexico,PROPN,Mexico_PROPN,NNP
50,Border,Border,PROPN,Border_PROPN,NNP
50,",",",",PUNCT,",_PUNCT",","
50,all,all,PRON,all_PRON,DT
50,of,of,ADP,of_ADP,IN
50,whom,whom,PRON,whom_PRON,WP
50,were,be,AUX,be_AUX,VBD
50,quickly,quickly,ADV,quickly_ADV,RB
50,ejected,eject,VERB,eject_VERB,VBN
50,from,from,ADP,from_ADP,IN
50,our,our,PRON,our_PRON,PRP$
50,Nation,nation,NOUN,nation_NOUN,NN
50,or,or,CCONJ,or_CCONJ,CC
50,",",",",PUNCT,",_PUNCT",","
50,when,when,SCONJ,when_SCONJ,WRB
50,necessary,necessary,ADJ,necessary_ADJ,JJ
50,",",",",PUNCT,",_PUNCT",","
50,prosecuted,prosecute,VERB,prosecute_VERB,VBN
50,for,for,ADP,for_ADP,IN
50,crimes,crime,NOUN,crime_NOUN,NNS
50,against,against,ADP,against_ADP,IN
50,the,the,DET,the_DET,DT
50,United,United,PROPN,United_PROPN,NNP
50,States,States,PROPN,States_PROPN,NNP
50,of,of,ADP,of_ADP,IN
50,America,America,PROPN,America_PROPN,NNP
50,.,.,PUNCT,._PUNCT,.
50,This,this,PRON,this_PRON,DT
50,means,mean,VERB,mean_VERB,VBZ
50,that,that,SCONJ,that_SCONJ,IN
50,very,very,ADV,very_ADV,RB
50,few,few,ADJ,few_ADJ,JJ
50,people,people,NOUN,people_NOUN,NNS
50,came,come,VERB,come_VERB,VBD
50,–,–,PUNCT,–_PUNCT,:
50,The,the,DET,the_DET,DT
50,Invasion,Invasion,PROPN,Invasion_PROPN,NNP
50,of,of,ADP,of_ADP,IN
50,our,our,PRON,our_PRON,PRP$
50,Country,Country,PROPN,Country_PROPN,NNP
50,is,be,AUX,be_AUX,VBZ
50,OVER,over,ADV,over_ADV,RB
50,.,.,PUNCT,._PUNCT,.
50,In,in,ADP,in_ADP,IN
50,comparison,comparison,NOUN,comparison_NOUN,NN
50,",",",",PUNCT,",_PUNCT",","
50,under,under,ADP,under_ADP,IN
50,Joe,Joe,PROPN,Joe_PROPN,NNP
50,Biden,Biden,PROPN,Biden_PROPN,NNP
50,",",",",PUNCT,",_PUNCT",","
50,there,there,PRON,there_PRON,EX
50,were,be,VERB,be_VERB,VBD
50,"300,000","300,000",NUM,"300,000_NUM",CD
50,Illegals,illegal,NOUN,illegal_NOUN,NNS
50,crossing,cross,VERB,cross_VERB,VBG
50,in,in,ADP,in_ADP,IN
50,one,one,NUM,one_NUM,CD
50,month,month,NOUN,month_NOUN,NN
50,",",",",PUNCT,",_PUNCT",","
50,and,and,CCONJ,and_CCONJ,CC
50,virtually,virtually,ADV,virtually_ADV,RB
50,ALL,all,PRON,all_PRON,DT
50,of,of,ADP,of_ADP,IN
50,them,they,PRON,they_PRON,PRP
50,were,be,AUX,be_AUX,VBD
50,released,release,VERB,release_VERB,VBN
50,into,into,ADP,into_ADP,IN
50,our,our,PRON,our_PRON,PRP$
50,Country,Country,PROPN,Country_PROPN,NNP
50,.,.,PUNCT,._PUNCT,.
50,Thanks,thank,NOUN,thank_NOUN,NNS
50,to,to,ADP,to_ADP,IN
50,the,the,DET,the_DET,DT
50,Trump,Trump,PROPN,Trump_PROPN,NNP
50,Administration,Administration,PROPN,Administration_PROPN,NNP
50,Policies,Policies,PROPN,Policies_PROPN,NNPS
50,",",",",PUNCT,",_PUNCT",","
50,the,the,DET,the_DET,DT
50,Border,Border,PROPN,Border_PROPN,NNP
50,is,be,AUX,be_AUX,VBZ
50,CLOSED,closed,ADJ,closed_ADJ,JJ
50,to,to,ADP,to_ADP,IN
50,all,all,DET,all_DET,DT
50,Illegal,Illegal,PROPN,Illegal_PROPN,NNP
50,Immigrants,Immigrants,PROPN,Immigrants_PROPN,NNPS
50,.,.,PUNCT,._PUNCT,.
50,Anyone,anyone,PRON,anyone_PRON,NN
50,who,who,PRON,who_PRON,WP
50,tries,try,VERB,try_VERB,VBZ
50,to,to,PART,to_PART,TO
50,illegally,illegally,ADV,illegally_ADV,RB
50,enter,enter,VERB,enter_VERB,VB
50,the,the,DET,the_DET,DT
50,U.S.A.,U.S.A.,PROPN,U.S.A._PROPN,NNP
50,will,will,AUX,will_AUX,MD
50,face,face,VERB,face_VERB,VB
50,significant,significant,ADJ,significant_ADJ,JJ
50,criminal,criminal,ADJ,criminal_ADJ,JJ
50,penalties,penalty,NOUN,penalty_NOUN,NNS
50,and,and,CCONJ,and_CCONJ,CC
50,immediate,immediate,ADJ,immediate_ADJ,JJ
50,deportation,deportation,NOUN,deportation_NOUN,NN
50,.,.,PUNCT,._PUNCT,.
